Expression ,Value,time (s),/Bin<1> (V),/Ain<1> (V),/Ain<0> (V),/Bin<0> (V)
 , ,26.23E-9,1.800,0.000,1.800,0.000
 , ,26.23E-9,1.800,0.000,1.800,0.000
 , ,26.23E-9,1.800,0.000,1.800,0.000
 , ,26.24E-9,1.800,0.000,1.800,0.000
 , ,26.24E-9,1.800,0.000,1.800,0.000
 , ,26.25E-9,1.800,0.000,1.800,0.000
 , ,26.25E-9,1.800,0.000,1.800,0.000
 , ,26.26E-9,1.800,0.000,1.800,0.000
 , ,26.27E-9,1.800,0.000,1.800,0.000
 , ,26.28E-9,1.800,0.000,1.800,0.000
 , ,26.30E-9,1.800,0.000,1.800,0.000
 , ,26.32E-9,1.800,0.000,1.800,0.000
 , ,26.34E-9,1.800,0.000,1.800,0.000
 , ,26.36E-9,1.800,0.000,1.800,0.000
 , ,26.38E-9,1.800,0.000,1.800,0.000
 , ,26.40E-9,1.800,0.000,1.800,0.000
 , ,26.41E-9,1.800,0.000,1.800,0.000
 , ,26.41E-9,1.800,0.000,1.800,0.000
 , ,26.42E-9,1.800,0.000,1.800,0.000
 , ,26.42E-9,1.800,0.000,1.800,0.000
 , ,26.43E-9,1.800,0.000,1.800,0.000
 , ,26.43E-9,1.800,0.000,1.800,0.000
 , ,26.44E-9,1.800,0.000,1.800,0.000
 , ,26.44E-9,1.800,0.000,1.800,0.000
 , ,26.45E-9,1.800,0.000,1.800,0.000
 , ,26.45E-9,1.800,0.000,1.800,0.000
 , ,26.46E-9,1.800,0.000,1.800,0.000
 , ,26.47E-9,1.800,0.000,1.800,0.000
 , ,26.48E-9,1.800,0.000,1.800,0.000
 , ,26.50E-9,1.800,0.000,1.800,0.000
 , ,26.51E-9,1.800,0.000,1.800,0.000
 , ,26.53E-9,1.800,0.000,1.800,0.000
 , ,26.55E-9,1.800,0.000,1.800,0.000
 , ,26.57E-9,1.800,0.000,1.800,0.000
 , ,26.59E-9,1.800,0.000,1.800,0.000
 , ,26.61E-9,1.800,0.000,1.800,0.000
 , ,26.61E-9,1.800,0.000,1.800,0.000
 , ,26.62E-9,1.800,0.000,1.800,0.000
 , ,26.63E-9,1.800,0.000,1.800,0.000
 , ,26.63E-9,1.800,0.000,1.800,0.000
 , ,26.63E-9,1.800,0.000,1.800,0.000
 , ,26.64E-9,1.800,0.000,1.800,0.000
 , ,26.64E-9,1.800,0.000,1.800,0.000
 , ,26.65E-9,1.800,0.000,1.800,0.000
 , ,26.66E-9,1.800,0.000,1.800,0.000
 , ,26.66E-9,1.800,0.000,1.800,0.000
 , ,26.67E-9,1.800,0.000,1.800,0.000
 , ,26.68E-9,1.800,0.000,1.800,0.000
 , ,26.70E-9,1.800,0.000,1.800,0.000
 , ,26.71E-9,1.800,0.000,1.800,0.000
 , ,26.73E-9,1.800,0.000,1.800,0.000
 , ,26.74E-9,1.800,0.000,1.800,0.000
 , ,26.76E-9,1.800,0.000,1.800,0.000
 , ,26.78E-9,1.800,0.000,1.800,0.000
 , ,26.80E-9,1.800,0.000,1.800,0.000
 , ,26.81E-9,1.800,0.000,1.800,0.000
 , ,26.82E-9,1.800,0.000,1.800,0.000
 , ,26.83E-9,1.800,0.000,1.800,0.000
 , ,26.83E-9,1.800,0.000,1.800,0.000
 , ,26.84E-9,1.800,0.000,1.800,0.000
 , ,26.85E-9,1.800,0.000,1.800,0.000
 , ,26.85E-9,1.800,0.000,1.800,0.000
 , ,26.86E-9,1.800,0.000,1.800,0.000
 , ,26.86E-9,1.800,0.000,1.800,0.000
 , ,26.87E-9,1.800,0.000,1.800,0.000
 , ,26.88E-9,1.800,0.000,1.800,0.000
 , ,26.89E-9,1.800,0.000,1.800,0.000
 , ,26.90E-9,1.800,0.000,1.800,0.000
 , ,26.92E-9,1.800,0.000,1.800,0.000
 , ,26.93E-9,1.800,0.000,1.800,0.000
 , ,26.95E-9,1.800,0.000,1.800,0.000
 , ,26.97E-9,1.800,0.000,1.800,0.000
 , ,27.00E-9,1.800,0.000,1.800,0.000
 , ,27.04E-9,1.800,0.000,1.800,0.000
 , ,27.09E-9,1.800,0.000,1.800,0.000
 , ,27.16E-9,1.800,0.000,1.800,0.000
 , ,27.24E-9,1.800,0.000,1.800,0.000
 , ,27.33E-9,1.800,0.000,1.800,0.000
 , ,27.42E-9,1.800,0.000,1.800,0.000
 , ,27.50E-9,1.800,0.000,1.800,0.000
 , ,27.59E-9,1.800,0.000,1.800,0.000
 , ,27.69E-9,1.800,0.000,1.800,0.000
 , ,27.79E-9,1.800,0.000,1.800,0.000
 , ,27.90E-9,1.800,0.000,1.800,0.000
 , ,28.00E-9,1.800,0.000,1.800,0.000
 , ,28.01E-9,1.800,129.3E-3,1.800,129.3E-3
 , ,28.02E-9,1.800,333.2E-3,1.800,333.2E-3
 , ,28.03E-9,1.800,484.9E-3,1.800,484.9E-3
 , ,28.03E-9,1.800,577.9E-3,1.800,577.9E-3
 , ,28.04E-9,1.800,710.5E-3,1.800,710.5E-3
 , ,28.04E-9,1.800,806.4E-3,1.800,806.4E-3
 , ,28.05E-9,1.800,880.0E-3,1.800,880.0E-3
 , ,28.05E-9,1.800,965.2E-3,1.800,965.2E-3
 , ,28.06E-9,1.800,1.041,1.800,1.041
 , ,28.06E-9,1.800,1.150,1.800,1.150
 , ,28.07E-9,1.800,1.261,1.800,1.261
 , ,28.08E-9,1.800,1.391,1.800,1.391
 , ,28.09E-9,1.800,1.564,1.800,1.564
 , ,28.09E-9,1.800,1.682,1.800,1.682
 , ,28.10E-9,1.800,1.800,1.800,1.800
 , ,28.10E-9,1.758,1.800,1.758,1.800
 , ,28.11E-9,1.698,1.800,1.698,1.800
 , ,28.11E-9,1.641,1.800,1.641,1.800
 , ,28.11E-9,1.562,1.800,1.562,1.800
 , ,28.12E-9,1.464,1.800,1.464,1.800
 , ,28.12E-9,1.360,1.800,1.360,1.800
 , ,28.13E-9,1.258,1.800,1.258,1.800
 , ,28.14E-9,1.139,1.800,1.139,1.800
 , ,28.14E-9,1.009,1.800,1.009,1.800
 , ,28.15E-9,854.5E-3,1.800,854.5E-3,1.800
 , ,28.16E-9,673.0E-3,1.800,673.0E-3,1.800
 , ,28.17E-9,461.3E-3,1.800,461.3E-3,1.800
 , ,28.19E-9,258.0E-3,1.800,258.0E-3,1.800
 , ,28.19E-9,129.0E-3,1.800,129.0E-3,1.800
 , ,28.20E-9,0.000,1.800,0.000,1.800
 , ,28.20E-9,0.000,1.800,0.000,1.800
 , ,28.21E-9,0.000,1.800,0.000,1.800
 , ,28.21E-9,0.000,1.800,0.000,1.800
 , ,28.21E-9,0.000,1.800,0.000,1.800
 , ,28.22E-9,0.000,1.800,0.000,1.800
 , ,28.22E-9,0.000,1.800,0.000,1.800
 , ,28.23E-9,0.000,1.800,0.000,1.800
 , ,28.23E-9,0.000,1.800,0.000,1.800
 , ,28.24E-9,0.000,1.800,0.000,1.800
 , ,28.24E-9,0.000,1.800,0.000,1.800
 , ,28.25E-9,0.000,1.800,0.000,1.800
 , ,28.25E-9,0.000,1.800,0.000,1.800
 , ,28.26E-9,0.000,1.800,0.000,1.800
 , ,28.27E-9,0.000,1.800,0.000,1.800
 , ,28.28E-9,0.000,1.800,0.000,1.800
 , ,28.29E-9,0.000,1.800,0.000,1.800
 , ,28.30E-9,0.000,1.800,0.000,1.800
 , ,28.32E-9,0.000,1.800,0.000,1.800
 , ,28.32E-9,0.000,1.800,0.000,1.800
 , ,28.33E-9,0.000,1.800,0.000,1.800
 , ,28.34E-9,0.000,1.800,0.000,1.800
 , ,28.35E-9,0.000,1.800,0.000,1.800
 , ,28.37E-9,0.000,1.800,0.000,1.800
 , ,28.38E-9,0.000,1.800,0.000,1.800
 , ,28.40E-9,0.000,1.800,0.000,1.800
 , ,28.41E-9,0.000,1.800,0.000,1.800
 , ,28.43E-9,0.000,1.800,0.000,1.800
 , ,28.46E-9,0.000,1.800,0.000,1.800
 , ,28.47E-9,0.000,1.800,0.000,1.800
 , ,28.48E-9,0.000,1.800,0.000,1.800
 , ,28.50E-9,0.000,1.800,0.000,1.800
 , ,28.51E-9,0.000,1.800,0.000,1.800
 , ,28.52E-9,0.000,1.800,0.000,1.800
 , ,28.53E-9,0.000,1.800,0.000,1.800
 , ,28.54E-9,0.000,1.800,0.000,1.800
 , ,28.55E-9,0.000,1.800,0.000,1.800
 , ,28.57E-9,0.000,1.800,0.000,1.800
 , ,28.58E-9,0.000,1.800,0.000,1.800
 , ,28.59E-9,0.000,1.800,0.000,1.800
 , ,28.61E-9,0.000,1.800,0.000,1.800
 , ,28.63E-9,0.000,1.800,0.000,1.800
 , ,28.65E-9,0.000,1.800,0.000,1.800
 , ,28.67E-9,0.000,1.800,0.000,1.800
 , ,28.68E-9,0.000,1.800,0.000,1.800
 , ,28.70E-9,0.000,1.800,0.000,1.800
 , ,28.71E-9,0.000,1.800,0.000,1.800
 , ,28.72E-9,0.000,1.800,0.000,1.800
 , ,28.73E-9,0.000,1.800,0.000,1.800
 , ,28.74E-9,0.000,1.800,0.000,1.800
 , ,28.74E-9,0.000,1.800,0.000,1.800
 , ,28.75E-9,0.000,1.800,0.000,1.800
 , ,28.77E-9,0.000,1.800,0.000,1.800
 , ,28.78E-9,0.000,1.800,0.000,1.800
 , ,28.79E-9,0.000,1.800,0.000,1.800
 , ,28.81E-9,0.000,1.800,0.000,1.800
 , ,28.82E-9,0.000,1.800,0.000,1.800
 , ,28.84E-9,0.000,1.800,0.000,1.800
 , ,28.87E-9,0.000,1.800,0.000,1.800
 , ,28.90E-9,0.000,1.800,0.000,1.800
 , ,28.95E-9,0.000,1.800,0.000,1.800
 , ,29.01E-9,0.000,1.800,0.000,1.800
 , ,29.07E-9,0.000,1.800,0.000,1.800
 , ,29.13E-9,0.000,1.800,0.000,1.800
 , ,29.19E-9,0.000,1.800,0.000,1.800
 , ,29.25E-9,0.000,1.800,0.000,1.800
 , ,29.31E-9,0.000,1.800,0.000,1.800
 , ,29.41E-9,0.000,1.800,0.000,1.800
 , ,29.51E-9,0.000,1.800,0.000,1.800
 , ,29.63E-9,0.000,1.800,0.000,1.800
 , ,29.75E-9,0.000,1.800,0.000,1.800
 , ,29.89E-9,0.000,1.800,0.000,1.800
 , ,30.00E-9,0.000,1.800,0.000,1.800
